file,score,used_by,width,height,sharpness,contrast,brightness,fill,bytes_per_px,problems,products
parrys-amrit-cane-sugar-500g.jpg,4.5,1,750,1000,2311.7,50.1,234.2,0.097,0.0719,blown out; pack fills 10%; heavily compressed,Parrys Amrit Cane Sugar 500G
pears-pure-gen125gm.jpg,4.5,1,1000,1000,812.8,43.3,238.5,0.148,0.055,blown out; pack fills 15%; heavily compressed,Pears Pure&Gen125Gm
polo-peach-5.jpg,4.5,1,500,500,269.2,55.5,232.5,0.152,0.0522,blown out; pack fills 15%; heavily compressed,Polo Peach-5
poppins-mrp-2.jpg,4.5,1,500,500,526.4,49.2,236.5,0.142,0.064,blown out; pack fills 14%; heavily compressed,Poppins-Mrp-2
pringles-107g.jpg,4.5,1,1000,1000,357.0,44.6,228.8,0.078,0.0378,blown out; pack fills 8%; heavily compressed,Pringles 107G
sambandhi-black-ellu-100g.jpg,4.5,1,1000,1000,630.3,64.0,227.9,0.199,0.0574,blown out; pack fills 20%; heavily compressed,Sambandhi Black Ellu-100G
vega-hmwc-05.jpg,4.5,1,960,600,1050.8,36.6,226.0,0.134,0.0888,flat; blown out; pack fills 13%,Vega Hmwc-05
fevikwik-0-5-g.jpg,4.0,1,750,1000,27.3,42.6,60.8,0.493,0.0903,soft (27); dark,Fevikwik 0.5 G
lion-desert-king-200g-ref.jpg,4.0,1,324,324,605.6,54.0,227.8,0.254,0.1049,small (324x324); blown out,Lion Desert King 200G Ref
nrb-acid-50rs.jpg,4.0,1,200,144,2298.8,54.8,224.9,0.342,0.1976,small (200x144); blown out,Nrb Acid 50Rs
pg-burfy.jpg,4.0,1,692,1000,584.5,35.7,237.7,0.24,0.0717,flat; blown out; heavily compressed,Pg Burfy
vim-drop-lemon-225-ml.jpg,4.0,1,699,699,173.9,36.7,235.6,0.255,0.0402,flat; blown out; heavily compressed,Vim Drop Lemon 225 Ml
555-mop-199.png,3.5,1,500,500,897.0,35.1,109.0,0.131,0.1435,flat; pack fills 13%,555 Mop 199
cello-vigo-500.jpg,3.5,1,500,500,158.0,67.3,221.3,0.204,0.0395,pack fills 20%; heavily compressed,Cello Vigo 500
dairy-milk-10rs.jpg,3.5,1,500,500,711.2,76.7,217.0,0.217,0.0659,pack fills 22%; heavily compressed,Dairy Milk 10Rs
dairy-milk-5rs.jpg,3.5,1,1000,1000,1126.8,92.2,188.3,0.193,0.0623,pack fills 19%; heavily compressed,Dairy Milk 5Rs
dds-barley-250-g.jpg,3.5,1,500,500,326.9,30.4,177.3,0.184,0.0915,flat; pack fills 18%,Dds Barley 250 G
eva-deo-40ml.jpg,3.5,1,111,300,2175.6,57.5,195.1,0.616,0.1761,small (111x300); awkward shape (2.7:1),Eva Deo 40Ml
fortune-s-f-oil-500ml.jpg,3.5,1,500,385,1045.7,34.0,200.2,0.203,0.14,flat; pack fills 20%,Fortune S.F Oil 500Ml
goodday-choco-chips-10.jpg,3.5,1,1000,801,417.8,65.0,221.9,0.209,0.0492,pack fills 21%; heavily compressed,Goodday Choco-Chips-10
hide-seek-coffe-30.jpg,3.5,1,1000,1000,833.8,64.9,209.5,0.183,0.0531,pack fills 18%; heavily compressed,Hide & Seek Coffe 30
iodex-spray60g.jpg,3.5,1,600,600,591.7,73.6,208.4,0.204,0.0722,pack fills 20%; heavily compressed,Iodex Spray60G
lion-seedless-500-g-j.jpg,3.5,1,1120,1200,853.8,63.9,220.0,0.146,0.0504,pack fills 15%; heavily compressed,Lion Seedless 500 G (J)
loreal-hy-pure-72h-cond175ml.jpg,3.5,1,1000,1000,906.8,48.5,222.5,0.2,0.0735,pack fills 20%; heavily compressed,Loreal Hy Pure 72H Cond175Ml
sensodyne-rapid-rel80g.jpg,3.5,1,900,900,724.4,76.3,208.7,0.153,0.0619,pack fills 15%; heavily compressed,Sensodyne Rapid Rel80G
true-elementprotein-bar50g.png,3.5,1,500,500,1560.8,29.2,98.0,0.196,0.1594,flat; pack fills 20%,True Elementprotein Bar50G
vaseline-deep-res-100ml.jpg,3.5,1,211,497,801.1,44.6,206.8,0.735,0.1536,small (211x497); awkward shape (2.4:1),Vaseline Deep Res 100ml
vcare-goat-milk-soap100g.png,3.5,1,770,337,3182.2,62.2,227.9,0.048,0.4708,blown out; pack fills 5%; awkward shape (2.3:1),Vcare Goat Milk Soap100G
aachi-puliyogiri-50-g.jpg,3.0,1,265,265,2429.4,93.4,186.9,0.443,0.1682,small (265x265),Aachi Puliyogiri 50 G
aashirvaad-crystal-salt-1kg.jpg,3.0,1,466,466,3182.5,52.9,216.1,0.481,0.1414,small (466x466),Aashirvaad Crystal Salt 1Kg
annai-naval-kottai.jpg,3.0,1,320,446,1433.1,45.3,186.2,0.739,0.23,small (320x446),Annai Naval Kottai
appy-fizz-20rs.jpg,3.0,1,208,208,1087.0,80.6,217.0,0.243,0.1096,small (208x208),Appy Fizz 20Rs
arasan-soap-250g.png,3.0,1,306,299,787.1,77.1,186.6,0.599,0.6743,small (306x299),Arasan Soap 250G
arun-ic-10.jpg,3.0,1,817,1000,1206.4,43.0,238.5,0.016,0.0957,blown out; pack fills 2%,Arun Ic 10
brit-bourbon-10rs.jpg,3.0,1,300,300,1555.1,71.2,214.7,0.282,0.1161,small (300x300),Brit Bourbon 10Rs
brit-bourbon-35.jpg,3.0,1,450,450,236.5,70.6,213.0,0.303,0.0828,small (450x450),Brit Bourbon 35
brit-croissant-creme-roll.jpg,3.0,1,300,242,2453.3,78.8,171.0,0.619,0.2196,small (300x242),Brit Croissant Creme Roll
brit-milk-bikis-20.jpg,3.0,1,400,192,1846.4,67.9,149.6,0.853,0.2125,small (400x192),Brit Milk Bikis 20
brit-nc-digestive-offer.jpg,3.0,1,215,234,1623.4,49.0,222.7,0.371,0.0979,small (215x234),Brit Nc Digestive Offer
cello-30.jpg,3.0,1,500,600,44.3,46.3,138.6,0.38,0.1118,soft (44),Cello 30
cello-45rs.jpg,3.0,1,500,600,44.3,46.3,138.6,0.38,0.1118,soft (44),Cello 45rs
cheeta-fight.jpg,3.0,1,400,283,4567.1,64.5,199.2,0.226,0.1813,small (400x283),Cheeta Fight
col-zig-zag-6pc.jpg,3.0,1,300,300,2130.8,60.4,203.5,0.49,0.2088,small (300x300),Col Zig Zag 6Pc
dabur-red-t-paste-36g.jpg,3.0,1,462,462,1558.8,87.2,173.1,0.545,0.1178,small (462x462),Dabur Red T Paste 36G
darling-turmeric-50g.jpg,3.0,1,263,300,5777.8,67.5,191.9,0.345,0.3198,small (263x300),Darling Turmeric 50G
dds-black-gram-250-g.jpg,3.0,1,250,250,5504.0,88.6,133.3,0.727,0.3119,small (250x250),Dds Black Gram 250 G
dds-gram-dhall-1-kg.jpg,3.0,1,200,300,1044.6,46.9,221.0,0.466,0.1814,small (200x300),Dds Gram Dhall 1 Kg
dds-green-gram-500-g.png,3.0,1,300,336,6105.9,78.9,131.2,0.889,0.3853,small (300x336),Dds Green Gram 500 G
dds-gundu-fried-gram-500g.jpg,3.0,1,342,342,3254.6,60.0,198.2,0.594,0.1881,small (342x342),Dds Gundu Fried Gram 500G
dds-salted-pista-50-g.jpg,3.0,1,300,300,3699.1,63.1,208.9,0.481,0.1718,small (300x300),Dds Salted Pista 50 G
dds-watermelon-seed-50g.jpg,3.0,1,204,300,2659.3,47.8,198.9,0.9,0.2135,small (204x300),Dds Watermelon Seed 50G
delmonte-tom-ketchup450g.jpg,3.0,1,300,300,1363.1,76.2,170.4,0.593,0.1351,small (300x300),Delmonte Tom Ketchup450G
dove-cond-dc-75ml.jpg,3.0,1,396,450,459.6,42.0,169.1,0.851,0.0822,small (396x450),Dove Cond Dc 75ml
egg-6-pcs.png,3.0,1,300,300,3841.7,65.1,146.9,0.634,0.4677,small (300x300),Egg 6 Pcs
ela-snacks.png,3.0,1,300,300,3603.2,54.1,141.0,0.65,0.483,small (300x300),Ela Snacks
ellu-urundai.jpg,3.0,1,203,300,5609.1,66.7,189.9,0.682,0.1935,small (203x300),Ellu Urundai
everyday-milk-bread450g.jpg,3.0,1,300,300,2237.2,58.4,222.2,0.324,0.1215,small (300x300),Everyday Milk Bread450G
f-l-ayur-25g.jpg,3.0,1,228,221,2737.3,58.6,199.9,0.563,0.1594,small (228x221),F&L Ayur 25G
him-fw-apricot-50ml.jpg,3.0,1,234,300,4420.6,59.0,192.7,0.637,0.2448,small (234x300),Him Fw Apricot 50Ml
idhayam-mantra-oil-1-l.png,3.0,1,750,1000,417.1,52.6,22.2,0.187,0.3139,dark; pack fills 19%,Idhayam Mantra Oil 1 L
klf-gin-oil-500ml.jpg,3.0,1,226,300,4179.2,66.7,185.8,0.646,0.1844,small (226x300),Klf Gin Oil 500Ml
kr-rose-milk-200g.png,3.0,1,500,500,66.8,50.6,79.3,0.409,0.5489,soft (67),Kr Rose Milk 200G
levista-premium-8g.jpg,3.0,1,320,320,355.7,64.0,220.8,0.241,0.0895,small (320x320),Levista Premium 8G
lion-honey-250-250g.jpg,3.0,1,225,225,1847.4,67.3,211.9,0.375,0.1622,small (225x225),Lion Honey 250+250G
lotte-caramilk-stick.jpg,3.0,1,500,500,1431.9,52.7,234.9,0.156,0.0755,blown out; pack fills 16%,Lotte Caramilk Stick
maharaja-coconut-oil1lt.png,3.0,1,1000,1000,975.9,77.2,33.6,0.181,0.2313,dark; pack fills 18%,Maharaja Coconut Oil1Lt
mamaearth-shampoo-250ml.png,3.0,1,1000,1000,588.0,84.1,39.5,0.19,0.2651,dark; pack fills 19%,Mamaearth Shampoo 250Ml
milky-mist-curd500pkt.jpg,3.0,1,988,900,2611.1,57.5,234.5,0.016,0.1057,blown out; pack fills 2%,Milky Mist Curd500Pkt
mysore-san-kleeno-1l.jpg,3.0,1,470,500,818.1,47.8,233.6,0.206,0.0888,blown out; pack fills 21%,Mysore San Kleeno 1L
onion-big.jpg,3.0,1,375,402,489.8,54.9,99.0,0.895,0.1695,small (375x402),Onion Big
oral-b-criss-cross.jpg,3.0,1,1000,1000,1017.4,57.7,229.3,0.178,0.0797,blown out; pack fills 18%,Oral-B Criss Cross
paper-cup.jpg,3.0,1,200,200,2818.0,46.5,172.0,0.473,0.3039,small (200x200),Paper Cup
par-happy-ha-cake.jpg,3.0,1,250,227,1854.5,73.9,212.9,0.26,0.1399,small (250x227),Par Happy Ha Cake
par-nice-10rs.png,3.0,1,1000,1000,6050.0,95.8,49.2,0.194,0.0807,dark; pack fills 19%,Par Nice 10Rs
pen-light.jpg,3.0,1,1000,1000,106.0,37.4,168.4,0.464,0.071,flat; heavily compressed,Pen Light
pepsi-2-l.jpg,3.0,1,735,1000,361.4,53.4,40.0,0.191,0.1222,dark; pack fills 19%,Pepsi 2 L
pepsi-20rs.jpg,3.0,1,735,1000,361.4,53.4,40.0,0.191,0.1222,dark; pack fills 19%,Pepsi 20rs
pepsi-700ml.jpg,3.0,1,735,1000,361.4,53.4,40.0,0.191,0.1222,dark; pack fills 19%,Pepsi 700ml
pril-liq-green-750ml.jpg,3.0,1,400,400,1906.5,77.6,193.1,0.251,0.0763,small (400x400),Pril Liq Green 750Ml
rajam-sukku-coffee-50-g.jpg,3.0,1,200,200,5843.3,72.0,188.7,0.598,0.2944,small (200x200),Rajam Sukku Coffee 50 G
rajam-sukku-coffee-500-g.jpg,3.0,1,241,300,6993.0,65.2,145.4,0.941,0.3796,small (241x300),Rajam Sukku Coffee 500 G
safewash-1kg.png,3.0,1,427,427,1625.1,84.4,69.2,0.463,0.996,small (427x427),Safewash 1Kg
sak-bajji-mix-500-g.png,3.0,1,370,370,3004.9,85.5,82.9,0.525,0.997,small (370x370),Sak Bajji Mix 500 G
sak-coriender-pow-200g.png,3.0,1,300,300,5086.7,46.3,115.6,0.567,0.5004,small (300x300),Sak Coriender Pow 200G
sak-fish-curry50g.jpg,3.0,1,474,474,1923.1,80.6,195.9,0.441,0.1565,small (474x474),Sak Fish Curry50G
sak-rasam-pow-50-g.png,3.0,1,210,250,2400.6,69.4,199.4,0.504,1.2303,small (210x250),Sak Rasam Pow 50 G
santoor-white-90g.jpg,3.0,1,416,253,1880.1,46.1,223.4,0.391,0.1627,small (416x253),Santoor White 90G
sunfeast-nice-150g.jpg,3.0,1,420,420,1140.1,66.9,217.7,0.276,0.0924,small (420x420),Sunfeast Nice 150G
surf-xl-bar-150g.jpg,3.0,1,225,225,3355.3,88.3,165.2,0.341,0.1736,small (225x225),Surf Xl Bar-150G
swastik-castor-oil-100mlbaby.jpg,3.0,1,500,500,2319.3,46.5,236.1,0.196,0.0823,blown out; pack fills 20%,Swastik Castor Oil 100Mlbaby
tata-coffee-grand-200g.jpg,3.0,1,750,1000,67.0,72.8,95.2,0.848,0.1199,soft (67),Tata Coffee Grand 200g
unibic-cashew-al-10rs.jpg,3.0,1,1000,1000,1071.5,53.3,229.8,0.168,0.094,blown out; pack fills 17%,Unibic Cashew Al 10Rs
brit-50-50-10rs.jpg,2.5,1,1000,1000,138.1,53.9,226.2,0.248,0.0468,blown out; heavily compressed,Brit 50-50 10Rs
cloth-bag.jpg,2.5,1,500,500,218.5,30.3,231.4,0.443,0.0874,flat; blown out,Cloth Bag
comfort-green-200ml.jpg,2.5,1,1000,1000,734.2,57.8,226.0,0.25,0.0636,blown out; heavily compressed,Comfort Green 200Ml
dds-aval-500g.jpg,2.5,1,1000,1000,459.7,49.7,227.8,0.268,0.0682,blown out; heavily compressed,Dds Aval 500G
dds-ball-jaggar-1kg.png,2.5,1,1000,1000,900.1,37.5,17.4,0.274,0.6283,flat; dark,Dds Ball Jaggar 1Kg
dds-orid-dhall-500-g.jpg,2.5,1,500,375,758.0,98.4,55.8,0.254,0.0707,dark; heavily compressed,Dds Orid Dhall 500 G
dove-roll-on-50ml.jpg,2.5,1,260,600,302.0,61.0,212.1,0.213,0.1172,pack fills 21%; awkward shape (2.3:1),Dove Roll On 50ml
giffy-125ml.jpg,2.5,1,1000,1000,554.7,54.4,224.1,0.333,0.0629,blown out; heavily compressed,Giffy 125Ml
goodday-pista-badam-25.jpg,2.5,1,1000,1000,611.5,59.6,224.8,0.228,0.0537,blown out; heavily compressed,Goodday Pista Badam 25
hatsun-curd-500g.jpg,2.5,1,1000,562,507.6,45.1,230.9,0.292,0.0597,blown out; heavily compressed,Hatsun Curd 500G
hauser-10rs.jpg,2.5,1,1000,1000,324.6,50.5,225.5,0.336,0.0596,blown out; heavily compressed,Hauser 10Rs
horlicks-lite450r.jpg,2.5,1,1000,1000,1020.1,52.3,228.2,0.265,0.0728,blown out; heavily compressed,Horlicks Lite450R
note.jpg,2.5,1,1034,1033,832.3,47.6,232.2,0.973,0.0544,blown out; heavily compressed,Note
parimal-pineapple.jpg,2.5,1,663,1000,289.3,46.9,225.8,0.284,0.0689,blown out; heavily compressed,Parimal Pineapple
scrubber.jpg,2.5,1,1000,1000,424.4,47.7,230.4,0.26,0.0677,blown out; heavily compressed,Scrubber
vicco-paste-100-g.jpg,2.5,1,1000,1000,1234.7,40.2,236.9,0.296,0.0634,blown out; heavily compressed,Vicco Paste 100 G
yard-eau-de-parfum-18ml.jpg,2.5,1,1000,1000,616.7,46.8,228.8,0.257,0.0613,blown out; heavily compressed,Yard Eau De Parfum 18Ml
arun-ic-100.jpg,2.0,1,640,640,467.6,43.6,209.1,0.153,0.0836,pack fills 15%,Arun Ic 100
avt-tea-100-g.jpg,2.0,1,533,1000,367.6,56.8,154.0,0.211,0.1323,pack fills 21%,Avt Tea 100 G
avt-tea-250g-r.jpg,2.0,1,533,1000,367.6,56.8,154.0,0.211,0.1323,pack fills 21%,Avt Tea 250g R
avt-tea-500g.jpg,2.0,1,533,1000,367.6,56.8,154.0,0.211,0.1323,pack fills 21%,Avt Tea 500g
brit-cake-5.jpg,2.0,1,988,1000,881.9,72.4,183.7,0.085,0.1421,pack fills 8%,Brit Cake 5
brit-treat-cr-wafers5rs.jpg,2.0,1,1000,1000,1118.5,84.6,202.9,0.212,0.0791,pack fills 21%,Brit Treat Cr Wafers5Rs
correction-tape.jpg,2.0,1,1000,750,1637.2,49.5,151.5,0.178,0.1496,pack fills 18%,Correction Tape
dds-kabul-big-500-g.jpg,2.0,1,500,388,1614.6,55.5,213.1,0.049,0.1789,pack fills 5%,Dds Kabul Big 500 G
dds-pepper-50-g.jpg,2.0,1,1000,1000,1455.5,75.7,215.9,0.206,0.0856,pack fills 21%,Dds Pepper 50 G
dds-pumpkin-seed50g.png,2.0,1,1000,1000,835.4,65.0,189.3,0.217,0.903,pack fills 22%,Dds Pumpkin Seed50G
engage-deo-50ml.jpg,2.0,1,1075,927,450.4,61.6,178.8,0.186,0.0878,pack fills 19%,Engage Deo 50Ml
harpic-500-ml.png,2.0,1,1000,1000,592.3,44.5,122.2,0.183,0.2677,pack fills 18%,Harpic 500 Ml
healtta-gin-oil-500ml.jpg,2.0,1,1000,707,1754.4,58.7,218.3,0.14,0.163,pack fills 14%,Healtta Gin Oil 500Ml
